Date,Open,High,Low,Close,Adj Close,Volume,returns
2017-03-15,5380.5,5427.25,5376.0,5415.25,5415.25,63828,0.6271485645266139
2017-03-16,5412.25,5440.0,5398.75,5413.0,5413.0,35580,-0.04154932828586144
2017-03-17,5411.75,5423.0,5405.75,5417.25,5417.25,143955,0.07851468686495
2017-03-20,5407.25,5428.0,5396.0,5418.5,5418.5,144687,0.023074438137427045
2017-03-21,5415.75,5441.0,5330.0,5338.25,5338.25,414738,-1.481037187413492
2017-03-22,5334.25,5376.25,5315.0,5365.75,5365.75,335865,0.5151500960052458
2017-03-23,5365.5,5378.5,5347.25,5354.5,5354.5,269772,-0.20966314121977359
2017-03-24,5357.0,5395.0,5347.5,5378.75,5378.75,294980,0.4528900924456014
2017-03-27,5360.0,5385.75,5317.25,5379.0,5379.0,276499,0.004647920055766974
2017-03-28,5382.5,5424.75,5363.5,5405.0,5405.0,245032,0.4833612195575432
2017-03-29,5409.0,5437.5,5404.75,5436.0,5436.0,173940,0.5735430157261856
2017-03-30,5436.0,5451.0,5426.5,5437.5,5437.5,163121,0.027593818984539276
2017-03-31,5440.75,5452.75,5421.0,5438.5,5438.5,166661,0.01839080459771214
2017-04-03,5436.75,5455.0,5403.25,5434.5,5434.5,264740,-0.07354969201066597
2017-04-04,5432.75,5448.0,5406.75,5444.0,5444.0,195119,0.17480909007268064
2017-04-05,5447.0,5481.25,5409.0,5416.25,5416.25,301129,-0.5097354886113181
2017-04-06,5414.0,5437.25,5390.0,5422.75,5422.75,287867,0.1200092314793455
2017-04-07,5426.75,5436.0,5382.75,5421.25,5421.25,243807,-0.02766124198976261
2017-04-10,5420.75,5443.75,5405.75,5422.25,5422.25,197534,0.018445930366617347
2017-04-11,5426.75,5429.25,5358.0,5401.75,5401.75,332142,-0.3780718336483968
2017-04-12,5402.75,5412.75,5369.0,5372.75,5372.75,251108,-0.5368630536400243
2017-04-13,5369.0,5399.5,5347.5,5359.0,5359.0,278784,-0.2559210832441483
2017-04-17,5352.75,5399.5,5347.75,5395.25,5395.25,148626,0.6764321701810072
2017-04-18,5397.5,5405.25,5375.5,5389.25,5389.25,246219,-0.11120893378434582
2017-04-19,5389.75,5430.75,5388.75,5397.75,5397.75,213579,0.1577213898037666
2017-04-20,5398.0,5454.75,5394.5,5442.75,5442.75,231392,0.8336807002917945
2017-04-21,5445.0,5454.75,5427.5,5442.0,5442.0,193756,-0.01377979881493907
2017-04-24,5471.0,5512.75,5471.0,5504.0,5504.0,212519,1.1392870268283728
2017-04-25,5502.0,5557.25,5499.0,5548.25,5548.25,172850,0.8039607558139483
2017-04-26,5546.75,5562.5,5535.0,5536.25,5536.25,221754,-0.21628441400441956
2017-04-27,5535.25,5599.0,5534.25,5591.0,5591.0,194734,0.9889365545269868
2017-04-28,5584.5,5597.75,5571.75,5580.5,5580.5,185941,-0.18780182436057835
2017-05-01,5581.0,5637.25,5573.5,5630.75,5630.75,166028,0.9004569483021196
2017-05-02,5629.0,5641.75,5622.5,5639.75,5639.75,169050,0.1598366114638372
2017-05-03,5621.0,5631.0,5606.0,5613.25,5613.25,206431,-0.46987898399751815
2017-05-04,5609.0,5634.0,5603.75,5625.75,5625.75,223464,0.2226873914398908
2017-05-05,5627.0,5649.5,5612.5,5648.25,5648.25,166263,0.3999466737768298
2017-05-08,5658.25,5660.5,5634.5,5655.5,5655.5,164353,0.12835834107909339
2017-05-09,5654.25,5687.75,5650.75,5676.25,5676.25,194000,0.36689947838386416
2017-05-10,5678.5,5679.75,5658.25,5675.5,5675.5,174081,-0.013212948689711457
2017-05-11,5674.75,5676.25,5636.25,5670.75,5670.75,238806,-0.0836930666901603
2017-05-12,5670.0,5689.75,5656.5,5689.0,5689.0,186832,0.3218269188378864
2017-05-15,5689.5,5706.5,5682.5,5701.25,5701.25,180918,0.21532782562840858
2017-05-16,5705.0,5727.25,5696.25,5724.25,5724.25,183423,0.4034203025652161
2017-05-17,5723.5,5724.0,5574.75,5578.75,5578.75,506880,-2.541817705376248
2017-05-18,5575.5,5648.5,5550.5,5630.5,5630.5,522258,0.9276271566211136
2017-05-19,5631.5,5676.5,5622.0,5653.25,5653.25,292202,0.4040493739454698
2017-05-22,5652.75,5704.25,5648.75,5702.0,5702.0,198203,0.8623358245257062
2017-05-23,5701.5,5718.5,5688.5,5711.5,5711.5,219010,0.1666082076464459
2017-05-24,5709.5,5734.5,5705.25,5731.25,5731.25,191514,0.34579357436750335
2017-05-25,5731.5,5795.5,5731.25,5782.0,5782.0,239940,0.8854961832061026
2017-05-26,5781.25,5796.5,5772.75,5792.25,5792.25,163404,0.17727429955032292
2017-05-30,5793.0,5803.5,5778.25,5792.0,5792.0,197717,-0.0043161120462653635
2017-05-31,5792.5,5819.25,5763.75,5793.25,5793.25,332645,0.021581491712696632
2017-06-01,5804.75,5824.0,5780.5,5822.0,5822.0,266069,0.4962672075260022
2017-06-02,5823.75,5886.75,5822.0,5886.0,5886.0,298205,1.099278598419784
2017-06-05,5878.25,5891.25,5872.75,5880.75,5880.75,177414,-0.08919469928644341
2017-06-06,5880.25,5893.25,5848.5,5863.25,5863.25,257087,-0.29758109084725426
2017-06-07,5862.25,5884.75,5845.75,5879.75,5879.75,274935,0.2814138916130027
2017-06-08,5877.75,5897.75,5853.5,5885.0,5885.0,266471,0.08928951060844792
2017-06-09,5872.5,5898.75,5660.25,5740.5,5740.5,425289,-2.4553950722175033
2017-06-12,5740.5,5746.5,5634.5,5711.0,5711.0,260181,-0.5138925180733334
2017-06-13,5713.25,5760.25,5706.75,5751.25,5751.25,144808,0.7047802486429777
2017-06-14,5752.25,5780.0,5680.0,5725.25,5725.25,120807,-0.4520756357313638
2017-06-15,5722.75,5724.5,5633.75,5702.5,5702.5,64524,-0.397362560586878
2017-06-16,5701.5,5720.0,5685.0,5702.0,5702.0,356290,-0.008768084173604862
2017-06-19,5694.25,5782.5,5683.25,5766.0,5766.0,271968,1.1224131883549537
2017-06-20,5766.75,5784.0,5729.0,5732.75,5732.75,301241,-0.5766562608394032
2017-06-21,5728.25,5796.5,5699.0,5796.0,5796.0,319202,1.1033099297893756
2017-06-22,5793.25,5814.5,5770.75,5785.75,5785.75,233021,-0.17684610075914264
2017-06-23,5785.5,5815.5,5763.0,5812.25,5812.25,213552,0.4580218640625633
2017-06-26,5803.0,5852.0,5768.0,5778.25,5778.25,311741,-0.5849713966192049
2017-06-27,5780.75,5784.0,5669.0,5676.5,5676.5,418001,-1.7609137714705958
2017-06-28,5673.75,5768.75,5632.0,5763.5,5763.5,396603,1.5326345459349966
2017-06-29,5766.25,5776.0,5601.0,5653.0,5653.0,604720,-1.917237789537607
2017-06-30,5648.25,5686.5,5623.5,5652.75,5652.75,336513,-0.004422430567840863
2017-07-03,5658.0,5690.75,5581.25,5589.25,5589.25,232656,-1.1233470434744097
2017-07-05,5591.25,5667.75,5560.25,5651.5,5651.5,392297,1.1137451357516648
2017-07-06,5650.5,5652.75,5580.0,5596.75,5596.75,370735,-0.9687693532690389
2017-07-07,5598.5,5676.5,5591.5,5655.75,5655.75,266767,1.0541832313396116
2017-07-10,5663.0,5711.5,5650.0,5694.0,5694.0,241360,0.6763028776024305
2017-07-11,5692.0,5722.5,5667.5,5720.0,5720.0,283454,0.45662100456620447
2017-07-12,5719.5,5790.0,5712.75,5785.75,5785.75,262329,1.1494755244755295
2017-07-13,5786.75,5812.0,5777.25,5797.5,5797.5,240958,0.2030851661409594
2017-07-14,5799.5,5847.75,5787.75,5843.25,5843.25,230871,0.7891332470892687
2017-07-17,5843.5,5863.75,5831.25,5855.0,5855.0,217890,0.2010867239977676
2017-07-18,5858.25,5898.5,5820.25,5882.75,5882.75,246038,0.4739538855679015
2017-07-19,5895.5,5925.0,5889.0,5918.25,5918.25,233290,0.6034592664995175
2017-07-20,5919.5,5938.5,5897.0,5925.25,5925.25,265354,0.11827820724030769
2017-07-21,5930.75,5931.25,5890.5,5918.75,5918.75,254484,-0.10970001265769858
2017-07-24,5919.25,5954.75,5905.0,5934.0,5934.0,195018,0.2576557550158398
2017-07-25,5925.25,5946.25,5915.75,5933.75,5933.75,237095,-0.004213009774178822
2017-07-26,5933.75,5958.0,5927.0,5948.0,5948.0,190190,0.24015167474193966
2017-07-27,5961.0,5995.75,5844.75,5909.5,5909.5,539445,-0.6472763954270322
2017-07-28,5909.0,5918.25,5850.0,5910.25,5910.25,338476,0.01269142905491183
2017-07-31,5910.0,5933.5,5870.25,5882.5,5882.5,280483,-0.4695232858170084
2017-08-01,5884.5,5931.25,5875.5,5889.25,5889.25,229005,0.11474713132171299
2017-08-02,5933.0,5947.5,5856.25,5910.75,5910.75,389618,0.36507195313495444
2017-08-03,5911.25,5924.5,5877.25,5890.0,5890.0,289423,-0.3510552806327505
2017-08-04,5889.0,5912.0,5874.25,5898.0,5898.0,256730,0.13582342954159277
2017-08-07,5900.0,5937.75,5898.0,5934.0,5934.0,165201,0.6103763987792554
2017-08-08,5935.0,5972.75,5907.5,5918.0,5918.0,305079,-0.26963262554768885
2017-08-09,5913.25,5924.5,5861.75,5922.5,5922.5,377648,0.07603920243326456
2017-08-10,5922.5,5923.0,5767.25,5789.75,5789.75,548167,-2.2414520894892376
2017-08-11,5769.0,5845.75,5761.0,5838.25,5838.25,394754,0.8376872921974199
2017-08-14,5837.25,5916.75,5837.25,5910.0,5910.0,261541,1.2289641587804656
2017-08-15,5913.5,5945.0,5895.5,5912.0,5912.0,249827,0.03384094754652622
2017-08-16,5915.25,5949.5,5902.0,5923.5,5923.5,293910,0.1945196211096123
2017-08-17,5920.0,5923.75,5786.5,5800.25,5800.25,511900,-2.0806955347345335
2017-08-18,5792.25,5835.0,5772.5,5801.25,5801.25,443313,0.017240636179471913
2017-08-21,5805.0,5816.75,5752.25,5794.0,5794.0,360383,-0.1249730661495363
2017-08-22,5795.25,5882.25,5794.25,5878.5,5878.5,307895,1.4584052468070485
2017-08-23,5878.25,5884.0,5841.5,5848.0,5848.0,301682,-0.5188398400952643
2017-08-24,5845.75,5874.25,5803.25,5840.5,5840.5,372774,-0.1282489740082049
2017-08-25,5845.25,5874.0,5816.5,5825.0,5825.0,300167,-0.2653882373084504
2017-08-28,5819.75,5856.0,5801.25,5844.75,5844.75,216424,0.3390557939914274
2017-08-29,5820.0,5875.5,5777.25,5869.75,5869.75,334338,0.42773429145814834
2017-08-30,5869.75,5944.0,5862.5,5935.0,5935.0,273971,1.1116316708547958
2017-08-31,5936.25,5998.0,5932.5,5990.75,5990.75,273833,0.9393428812131344
2017-09-01,5994.0,6019.75,5973.25,5988.25,5988.25,229855,-0.04173100196135371
2017-09-05,5956.5,5984.75,5889.5,5939.25,5939.25,485650,-0.8182691103410855
2017-09-06,5943.5,5965.75,5909.25,5955.0,5955.0,335781,0.2651849981058163
2017-09-07,5952.0,5981.5,5932.25,5970.0,5970.0,301526,0.25188916876575096
2017-09-08,5969.25,5972.0,5907.5,5916.25,5916.25,190958,-0.9003350083752082
2017-09-11,5928.75,5991.75,5928.75,5982.5,5982.5,160000,1.1197971688146957
2017-09-12,5981.25,6004.0,5967.5,5996.5,5996.5,125609,0.2340158796489744
2017-09-13,5999.0,6005.25,5975.5,6002.0,6002.0,76177,0.09172017009921873
2017-09-14,6001.75,6002.5,5963.5,5966.25,5966.25,72484,-0.5956347884038649
2017-09-15,5965.25,5978.25,5945.25,5974.0,5974.0,268013,0.1298973391996583
2017-09-18,5999.25,6018.25,5967.25,5986.75,5986.75,235721,0.21342484097757186
2017-09-19,5989.75,6004.75,5975.0,5997.0,5997.0,212483,0.17121142523071065
2017-09-20,5997.0,6000.5,5930.5,5978.5,5978.5,347504,-0.30848757712189645
2017-09-21,5976.0,5980.25,5919.25,5945.25,5945.25,343404,-0.556159571798942
2017-09-22,5944.25,5945.5,5911.0,5935.75,5935.75,272649,-0.15979143013330477
2017-09-25,5930.75,5954.25,5842.0,5876.5,5876.5,447828,-0.9981889398980703
2017-09-26,5878.75,5912.5,5862.75,5892.5,5892.5,343472,0.27227090955501687
2017-09-27,5889.75,5963.0,5886.5,5941.0,5941.0,349282,0.8230801866779824
2017-09-28,5936.0,5948.25,5911.25,5938.5,5938.5,268097,-0.042080457835380614
2017-09-29,5939.25,5985.5,5933.0,5982.5,5982.5,275661,0.7409278437315869
2017-10-02,5984.0,6009.75,5958.5,5980.5,5980.5,269518,-0.03343083994985507
2017-10-03,5985.5,6004.75,5978.75,5998.0,5998.0,207901,0.2926176741075093
2017-10-04,5999.0,6015.5,5979.5,6004.0,6004.0,236714,0.10003334444814715
2017-10-05,6005.0,6068.0,6001.0,6065.75,6065.75,254723,1.0284810126582222
2017-10-06,6062.25,6071.5,6037.5,6064.25,6064.25,232608,-0.024729011251700683
2017-10-09,6062.5,6084.0,6054.75,6064.5,6064.5,155751,0.0041225213340378986
2017-10-10,6062.25,6088.5,6039.0,6065.25,6065.25,238961,0.012367054167694569
2017-10-11,6064.5,6086.0,6053.25,6082.5,6082.5,180901,0.2844070730802617
2017-10-12,6083.5,6097.0,6066.5,6074.75,6074.75,200082,-0.12741471434443152
2017-10-13,6073.0,6104.0,6068.5,6099.75,6099.75,178530,0.41153956952961757
2017-10-16,6101.5,6121.5,6098.0,6120.25,6120.25,167591,0.33607934751425095
2017-10-17,6119.75,6125.5,6105.0,6123.75,6123.75,154430,0.05718720640497388
2017-10-18,6122.25,6132.75,6108.0,6119.25,6119.25,180414,-0.07348438456827866
2017-10-19,6121.25,6121.75,6051.25,6097.75,6097.75,332212,-0.35135024717081187
2017-10-20,6097.75,6129.5,6090.5,6111.0,6111.0,222217,0.2172932639088243
2017-10-23,6109.5,6128.0,6060.5,6064.75,6064.75,247882,-0.75683194239895
2017-10-24,6064.75,6092.5,6057.0,6079.5,6079.5,235526,0.24320870604723765
2017-10-25,6073.5,6087.5,6011.0,6064.5,6064.5,436671,-0.2467308166790083
2017-10-26,6065.0,6096.25,6035.0,6084.75,6084.75,320283,0.33391046252782
2017-10-27,6092.0,6225.75,6078.75,6215.25,6215.25,435844,2.1447060273634966
2017-10-30,6209.5,6251.5,6202.25,6224.25,6224.25,360344,0.14480511644745508
2017-10-31,6221.75,6258.75,6219.25,6249.75,6249.75,239132,0.4096879142065246
2017-11-01,6249.75,6284.5,6223.5,6240.75,6240.75,346061,-0.14400576023041456
2017-11-02,6230.0,6263.0,6192.5,6235.75,6235.75,356528,-0.08011857549172774
2017-11-03,6252.5,6296.75,6236.0,6290.5,6290.5,301691,0.8780018442047899
2017-11-06,6285.25,6317.5,6268.0,6313.5,6313.5,218392,0.3656307129798808
2017-11-07,6311.5,6331.5,6296.25,6316.0,6316.0,284157,0.039597687495041
2017-11-08,6310.5,6345.5,6301.5,6341.5,6341.5,218248,0.4037365421152739
2017-11-09,6342.25,6351.5,6244.75,6314.5,6314.5,550267,-0.4257667744224536
2017-11-10,6312.75,6321.0,6281.0,6309.25,6309.25,266728,-0.08314197481985586
2017-11-13,6312.5,6325.0,6281.0,6312.0,6312.0,229366,0.04358679716289782
2017-11-14,6310.75,6318.25,6262.75,6293.5,6293.5,342800,-0.29309252217997184
2017-11-15,6293.5,6294.75,6230.75,6266.25,6266.25,399624,-0.43298641455470355
2017-11-16,6264.5,6358.5,6260.75,6341.0,6341.0,339694,1.192898463993619
2017-11-17,6342.75,6351.75,6308.5,6313.25,6313.25,275846,-0.43762813436366566
2017-11-20,6312.0,6329.25,6291.25,6316.0,6316.0,203721,0.04355918108740475
2017-11-21,6315.75,6385.25,6311.25,6379.5,6379.5,216030,1.0053831538948677
2017-11-22,6381.25,6395.25,6375.25,6389.5,6389.5,116314,0.15675209655929834
2017-11-24,6388.25,6416.0,6375.75,6413.5,6413.5,118443,0.3756162454026102
2017-11-27,6414.25,6424.5,6394.75,6413.25,6413.25,204123,-0.003898027598037146
2017-11-28,6413.25,6429.5,6388.75,6420.25,6420.25,307329,0.1091490274041984
2017-11-29,6423.5,6428.5,6283.0,6305.5,6305.5,625761,-1.7873135781316885
2017-11-30,6306.5,6377.5,6289.0,6369.0,6369.0,457769,1.007057330901584
2017-12-01,6353.75,6369.0,6246.0,6346.25,6346.25,608005,-0.3571989323284619
2017-12-04,6371.0,6391.75,6250.75,6265.25,6265.25,520744,-1.2763442978136696
2017-12-05,6255.5,6339.75,6231.75,6271.75,6271.75,443788,0.1037468576672973
2017-12-06,6269.0,6307.0,6232.5,6293.0,6293.0,363675,0.3388209032566758
2017-12-07,6298.0,6335.5,6288.75,6323.0,6323.0,325352,0.4767201652629893
2017-12-08,6322.25,6379.0,6320.5,6340.0,6340.0,180084,0.2688597184880681
2017-12-11,6343.0,6409.75,6339.75,6397.5,6397.5,148290,0.9069400630914881
2017-12-12,6404.25,6407.75,6371.75,6384.25,6384.25,134498,-0.20711215318484077
2017-12-13,6385.0,6418.75,6365.5,6398.5,6398.5,109048,0.2232055448956327
2017-12-14,6396.75,6425.0,6385.5,6391.75,6391.75,79395,-0.10549347503321371
2017-12-15,6389.5,6500.0,6384.0,6478.0,6478.0,288903,1.3493957054014905
2017-12-18,6498.0,6542.0,6497.5,6535.25,6535.25,220351,0.8837604198826732
2017-12-19,6535.0,6545.75,6479.75,6500.75,6500.75,272966,-0.5279063540032936
2017-12-20,6504.0,6529.0,6463.25,6489.0,6489.0,276115,-0.18074837518747833
2017-12-21,6486.75,6520.75,6476.0,6492.25,6492.25,211561,0.050084758822621644
2017-12-22,6489.75,6501.75,6467.5,6483.75,6483.75,130810,-0.13092533405213436
2017-12-26,6482.5,6492.0,6432.25,6460.0,6460.0,135130,-0.366300366300365
2017-12-27,6461.25,6475.5,6442.0,6454.0,6454.0,158481,-0.09287925696594979
2017-12-28,6452.25,6477.5,6442.25,6446.25,6446.25,138254,-0.12008057018902951
2017-12-29,6444.5,6467.75,6383.25,6408.75,6408.75,210114,-0.5817335660267653
2018-01-02,6405.0,6523.25,6397.75,6514.75,6514.75,259593,1.6539886873415233
2018-01-03,6513.25,6591.25,6511.25,6584.5,6584.5,223243,1.0706473771058045
2018-01-04,6583.75,6617.5,6580.0,6603.5,6603.5,254577,0.288556458349154
2018-01-05,6608.0,6671.0,6599.75,6667.75,6667.75,214944,0.9729688801393133
2018-01-08,6667.75,6690.75,6653.25,6688.0,6688.0,198494,0.30370064864460034
2018-01-09,6687.25,6707.25,6667.25,6687.0,6687.0,272445,-0.014952153110048272
2018-01-10,6679.75,6686.75,6628.25,6677.25,6677.25,320261,-0.1458052938537513
2018-01-11,6676.5,6728.75,6664.25,6726.5,6726.5,228872,0.7375790931895665
2018-01-12,6725.5,6777.75,6703.25,6775.25,6775.25,288871,0.7247454099457373
2018-01-16,6781.5,6845.75,6729.25,6762.25,6762.25,516270,-0.19187483856684118
2018-01-17,6762.75,6834.25,6744.75,6823.75,6823.75,357653,0.9094606085252588
2018-01-18,6818.0,6838.0,6796.0,6813.0,6813.0,314511,-0.15753801062465822
2018-01-19,6816.5,6857.0,6801.5,6845.75,6845.75,324203,0.4806986643182132
2018-01-22,6830.75,6941.25,6824.25,6931.0,6931.0,262762,1.2452981777014926
2018-01-23,6929.75,6981.25,6919.75,6965.75,6965.75,336204,0.5013706535853313
2018-01-24,6956.5,7004.25,6888.25,6931.25,6931.25,526387,-0.4952804794889243
2018-01-25,6933.5,6987.25,6902.0,6931.5,6931.5,415464,0.0036068530207433724
2018-01-26,6938.0,7034.5,6934.25,7030.25,7030.25,326274,1.4246555579600306
2018-01-29,7030.0,7047.25,6980.0,6992.5,6992.5,407157,-0.5369652572810302
2018-01-30,6991.5,7006.5,6902.75,6941.5,6941.5,524079,-0.7293528780836556
2018-01-31,6938.25,6991.0,6921.5,6962.5,6962.5,413798,0.30252827198731236
2018-02-01,6973.0,6987.75,6884.75,6898.5,6898.5,492861,-0.9192100538599646
2018-02-02,6954.0,6963.5,6752.25,6755.75,6755.75,642482,-2.069290425454806
2018-02-05,6752.25,6813.5,6387.75,6429.25,6429.25,931677,-4.832920105095662
2018-02-06,6473.0,6677.5,6260.25,6653.75,6653.75,813419,3.4918536376715714
2018-02-07,6638.0,6717.75,6532.0,6555.75,6555.75,593446,-1.4728536539545423
2018-02-08,6542.0,6618.5,6301.0,6317.25,6317.25,640585,-3.6380276856194937
2018-02-09,6328.0,6455.5,6164.0,6417.75,6417.75,787495,1.5908821085124147
2018-02-12,6434.5,6567.5,6414.25,6531.75,6531.75,406083,1.7763234778543913
2018-02-13,6529.75,6571.0,6470.75,6560.5,6560.5,382334,0.44015769127723203
2018-02-14,6559.5,6692.75,6456.25,6687.0,6687.0,482298,1.9282066915631502
2018-02-15,6681.0,6827.5,6669.75,6816.0,6816.0,458423,1.9291161956034086
2018-02-16,6816.25,6859.75,6762.0,6786.75,6786.75,445962,-0.42913732394366244
2018-02-20,6783.25,6843.75,6723.25,6790.5,6790.5,461892,0.0552547242789192
2018-02-21,6788.25,6885.5,6741.25,6760.5,6760.5,440206,-0.44179368235034433
2018-02-22,6756.5,6831.5,6694.75,6788.75,6788.75,439678,0.41786850085052674
2018-02-23,6792.5,6913.75,6782.75,6909.75,6909.75,0,1.7823605229239536
2018-02-26,6918.25,7007.5,6890.0,7000.0,7000.0,297831,1.3061254025109381
2018-02-27,7003.5,7009.0,6904.0,6915.75,6915.75,498392,-1.203571428571426
2018-02-28,6913.75,6970.5,6857.75,6865.0,6865.0,461819,-0.7338321946282034
2018-03-01,6879.5,6898.75,6689.0,6760.75,6760.75,793737,-1.5185724690458868
2018-03-02,6763.75,6823.25,6646.0,6804.75,6804.75,636240,0.6508153681174411
2018-03-05,6795.75,6904.5,6742.5,6877.5,6877.5,467865,1.0691061390940115
2018-03-06,6880.5,6939.25,6871.75,6907.75,6907.75,415228,0.4398400581606676
2018-03-07,6858.0,6937.0,6798.25,6924.5,6924.5,498163,0.24248127103616568
2018-03-08,6922.75,6977.25,6913.5,6974.25,6974.25,388688,0.7184634269622459
2018-03-09,6972.0,7103.75,6963.0,7098.25,7098.25,225672,1.7779689572355428
2018-03-12,7099.25,7158.75,7090.0,7139.5,7139.5,185865,0.5811291515514405
2018-03-13,7136.75,7188.5,7025.75,7058.25,7058.25,208524,-1.1380348763919024
2018-03-14,7039.5,7098.0,7012.25,7033.5,7033.5,117327,-0.35065349059610895
2018-03-15,7036.75,7076.75,7003.25,7046.5,7046.5,56177,0.18482974337101776
2018-03-16,7050.5,7059.25,7031.0,7044.0,7044.0,287434,-0.03547860640034095
2018-03-19,7043.0,7043.0,6821.25,6914.25,6914.25,571979,-1.8419931856899496
2018-03-20,6911.75,6927.75,6863.0,6917.5,6917.5,401041,0.0470043750226079
2018-03-21,6912.5,6951.0,6842.25,6884.0,6884.0,454570,-0.48427900252981937
2018-03-22,6883.25,6915.0,6686.0,6692.0,6692.0,685491,-2.7890761185357382
2018-03-23,6692.25,6721.25,6519.0,6554.25,6554.25,748098,-2.058427973699939
2018-03-26,6549.75,6779.0,6525.0,6773.5,6773.5,637180,3.3451577220887208
2018-03-27,6775.75,6849.25,6490.0,6561.25,6561.25,731553,-3.1335351000221445
2018-03-28,6550.25,6582.25,6421.0,6477.25,6477.25,948120,-1.2802438559725626
2018-03-29,6490.75,6653.75,6443.75,6594.0,6594.0,647977,1.8024624647805743
2018-04-02,6557.0,6588.5,6326.5,6393.25,6393.25,670690,-3.044434334243251
2018-04-03,6405.75,6496.75,6351.25,6469.25,6469.25,681282,1.1887537637351953
2018-04-04,6466.0,6591.75,6306.75,6582.5,6582.5,635562,1.7505893264288641
2018-04-05,6582.0,6654.5,6559.0,6600.25,6600.25,495024,0.269654386631224
2018-04-06,6608.0,6611.25,6408.5,6454.75,6454.75,631810,-2.2044619521987774
2018-04-09,6463.0,6618.0,6460.0,6497.0,6497.0,482071,0.6545567217940196
2018-04-10,6490.5,6651.75,6471.75,6624.25,6624.25,542219,1.9585962752039388
2018-04-11,6625.25,6663.25,6550.75,6592.75,6592.75,443623,-0.4755255311922113
2018-04-12,6596.25,6693.75,6589.75,6670.75,6670.75,357175,1.1831178188161262
2018-04-13,6668.75,6713.0,6606.25,6640.75,6640.75,465366,-0.44972454371697834
2018-04-16,6674.25,6722.0,6639.25,6712.0,6712.0,324486,1.072920980310954
2018-04-17,6704.25,6844.75,6698.5,6828.75,6828.75,325724,1.7394219308700887
2018-04-18,6819.5,6867.0,6796.75,6843.5,6843.5,298181,0.21599853560314575
2018-04-19,6855.25,6866.25,6755.25,6780.0,6780.0,376428,-0.9278877767224358
2018-04-20,6777.75,6790.25,6646.0,6676.25,6676.25,422339,-1.53023598820059
2018-04-23,6705.5,6728.0,6616.75,6667.0,6667.0,384306,-0.13855083317730887
2018-04-24,6660.75,6717.75,6467.25,6526.75,6526.75,626789,-2.1036448177591094
2018-04-25,6525.75,6576.25,6429.25,6555.75,6555.75,544882,0.444325276745694
2018-04-26,6583.25,6749.0,6559.25,6734.75,6734.75,424984,2.730427487320286
2018-04-27,6744.75,6772.0,6623.0,6669.75,6669.75,481734,-0.9651434722892427
2018-04-30,6668.0,6718.0,6595.5,6613.0,6613.0,389473,-0.8508564788785145
2018-05-01,6606.0,6740.0,6578.75,6692.0,6692.0,360806,1.1946166641463751
2018-05-02,6715.5,6729.5,6625.25,6633.5,6633.5,382532,-0.8741781231320966
2018-05-03,6630.75,6671.5,6538.0,6664.5,6664.5,518811,0.46732494158439053
2018-05-04,6666.5,6788.5,6610.5,6774.75,6774.75,408713,1.6542876434841425
2018-05-07,6779.0,6851.25,6772.25,6826.0,6826.0,323768,0.7564854791689779
2018-05-08,6817.0,6837.5,6771.0,6820.5,6820.5,370356,-0.08057427483152413
2018-05-09,6822.0,6901.25,6808.25,6896.0,6896.0,316609,1.1069569679642344
2018-05-10,6896.0,6971.25,6888.75,6965.0,6965.0,292974,1.0005800464037096
2018-05-11,6949.5,6979.5,6928.25,6960.0,6960.0,263016,-0.0717875089734421
2018-05-14,6958.25,7013.5,6955.5,6974.0,6974.0,255900,0.20114942528735025
2018-05-15,6969.0,6976.75,6854.25,6890.5,6890.5,432917,-1.1973042730140548
2018-05-16,6895.5,6953.5,6875.5,6937.25,6937.25,274261,0.678470357738914
2018-05-17,6935.25,6962.0,6875.0,6905.75,6905.75,325159,-0.45407041695195716
2018-05-18,6908.5,6936.25,6862.25,6874.0,6874.0,314569,-0.4597617927089792
2018-05-21,6919.0,6957.0,6881.5,6915.75,6915.75,293370,0.6073610707011845
2018-05-22,6914.0,6954.75,6890.0,6909.25,6909.25,269992,-0.09398835990311882
2018-05-23,6905.5,6961.5,6829.75,6957.0,6957.0,390903,0.6911025075080568
2018-05-24,6956.75,6975.0,6885.25,6957.25,6957.25,379490,0.0035935029466749313
2018-05-25,6955.0,7003.75,6942.5,6960.25,6960.25,317340,0.04312048582413297
2018-05-29,6989.5,6995.0,6890.5,6944.5,6944.5,487638,-0.22628497539599612
2018-05-30,6948.0,6994.75,6918.5,6987.25,6987.25,303797,0.6155950752394057
2018-05-31,6978.5,7023.5,6958.25,6977.0,6977.0,389141,-0.14669576729041678
2018-06-01,6982.5,7090.5,6977.25,7083.0,7083.0,335020,1.5192776264870256
2018-06-04,7079.75,7151.5,7071.75,7148.25,7148.25,247834,0.9212198221092649
2018-06-05,7147.5,7187.5,7137.5,7179.25,7179.25,256212,0.4336725772042138
2018-06-06,7181.75,7222.25,7142.25,7215.0,7215.0,300300,0.49796287913081994
2018-06-07,7217.5,7234.25,7116.75,7161.0,7161.0,410243,-0.7484407484407485
2018-06-08,7160.0,7163.0,7077.75,7151.5,7151.5,215656,-0.13266303588884698
2018-06-11,7135.0,7189.0,7125.0,7170.25,7170.25,173772,0.2621827588617842
2018-06-12,7165.0,7219.25,7155.5,7199.5,7199.5,112997,0.40793556710017054
2018-06-13,7213.75,7262.75,7192.0,7204.25,7204.25,94299,0.06597680394471173
